Sno,Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,State
,,,,,,~ 55 Lacs+,~ 12 Lacs+,MAHARASHTRA
45,ANANT GUDHE,SHS,0,Graduate,48,"Rs 35,32,477","Rs 2,17,263",MAHARASHTRA
,,,,,,~ 35 Lacs+,~ 2 Lacs+,MAHARASHTRA
46,ANIL GULABRAO WANKHEDE,IND,0,Post Graduate,39,"Rs 74,000","Rs 70,754",MAHARASHTRA
,,,,,,~ 74 Thou+,~ 70 Thou+,MAHARASHTRA
47,ANITA NAIK,NSTP,0,10th Pass,42,"Rs 27,55,800",Rs 0,MAHARASHTRA
,,,,,,~ 27 Lacs+,~ ,MAHARASHTRA
48,ANNASAHEB M. K. PATIL,BJP,0,Post Graduate,64,"Rs 44,92,440","Rs 9,44,685",MAHARASHTRA
,,,,,,~ 44 Lacs+,~ 9 Lacs+,MAHARASHTRA
49,ANSARI HUSAIN AHMED,Muslim League Kerala State Committee,0,10th Pass,50,"Rs 12,00,000",Rs 0,MAHARASHTRA
,,,,,,~ 12 Lacs+,~ ,MAHARASHTRA
50,ANSARI MOHAMMED ISMAIL MOHAMMED IBRAHIM,BMSM,0,Graduate,39,"Rs 2,74,000",Rs 0,MAHARASHTRA
,,,,,,~ 2 Lacs+,~ ,MAHARASHTRA
51,ANWAR ISMAIL BAGWAN,IND,0,Graduate,38,"Rs 2,000","Rs 1,30,000",MAHARASHTRA
,,,,,,~ 2 Thou+,~ 1 Lacs+,MAHARASHTRA
52,ARUN BHATIA,IND,1,Post Graduate,61,"Rs 1,98,73,368",Rs 0,MAHARASHTRA
,,,,,,~ 1 Crore+,~ ,MAHARASHTRA
53,ASHOK NAMDEVRAO MOHOL,NCP,0,Graduate,61,"Rs 2,95,60,892",Rs 0,MAHARASHTRA
,,,,,,~ 2 Crore+,~ ,MAHARASHTRA
54,ATALBAHADURSINGH,BJP,0,Post Graduate,62,"Rs 43,88,426","Rs 4,11,557",MAHARASHTRA
,,,,,,~ 43 Lacs+,~ 4 Lacs+,MAHARASHTRA
55,ATHAWALE RAMDAS BANDU,RPI(A),0,Graduate,43,"Rs 26,56,172",Rs 0,MAHARASHTRA
,,,,,,~ 26 Lacs+,~ ,MAHARASHTRA
56,AVAR PRAMOD DATTATRAYA,IND,0,Literate,40,"Rs 20,000",Rs 0,MAHARASHTRA
,,,,,,~ 20 Thou+,~ ,MAHARASHTRA
57,AWARE RADHAKISAN BABU,IND,0,10th Pass,53,"Rs 8,15,000","Rs 70,000",MAHARASHTRA
,,,,,,~ 8 Lacs+,~ 70 Thou+,MAHARASHTRA
58,AYARE RAJENDRA LAHU,BSP,0,Post Graduate,42,"Rs 18,000",Rs 0,MAHARASHTRA
,,,,,,~ 18 Thou+,~ ,MAHARASHTRA
59,AZIZ LALANI,BSP,0,Graduate,50,"Rs 53,06,000",Rs 0,MAHARASHTRA
,,,,,,~ 53 Lacs+,~ ,MAHARASHTRA
60,BABAN PARASRAM TAYWADE,Ambedkarist Republican Party,0,Not Given,30,Nil,Rs 0,MAHARASHTRA
,,,,,,,~ ,MAHARASHTRA
61,BABUBHAI GALA,IND,1,8th Pass,60,"Rs 49,45,000","Rs 61,000",MAHARASHTRA
,,,,,,~ 49 Lacs+,~ 61 Thou+,MAHARASHTRA
62,BAGDURE VINAYAK VISHWANATHRAO,SVRP,0,Graduate Professional,41,"Rs 33,59,212","Rs 3,00,000",MAHARASHTRA
,,,,,,~ 33 Lacs+,~ 3 Lacs+,MAHARASHTRA
63,BANDU SAMPATRAO SANE (BANDYA),IND,0,Post Graduate,37,Rs 283,Rs 0,MAHARASHTRA
,,,,,,~ 2 Hund+,~ ,MAHARASHTRA
64,BANWARILAL BHAGWANDAS PUROHIT,VRP,2,Graduate,63,"Rs 5,71,29,385",Rs 0,MAHARASHTRA
,,,,,,~ 5 Crore+,~ ,MAHARASHTRA
65,BENIWALE SALIM GANGUBHAI,IND,0,Literate,30,"Rs 2,50,000",Rs 0,MAHARASHTRA
,,,,,,~ 2 Lacs+,~ ,MAHARASHTRA
66,BHASKAR GANPAT SIRSAT,IND,0,10th Pass,45,"Rs 3,10,000",Rs 0,MAHARASHTRA
,,,,,,~ 3 Lacs+,~ ,MAHARASHTRA
67,BHIKA HARISINGH BARDE,IND,0,5th Pass,75,"Rs 2,00,000",Rs 0,MAHARASHTRA
,,,,,,~ 2 Lacs+,~ ,MAHARASHTRA
68,BHIMRAO SENU JADHAO,BBM,0,Graduate,59,"Rs 34,91,725","Rs 12,000",MAHARASHTRA
,,,,,,~ 34 Lacs+,~ 12 Thou+,MAHARASHTRA
69,BHOYAR VINOD NARENDRA,IND,0,Graduate,31,Nil,Rs 0,MAHARASHTRA
,,,,,,,~ ,MAHARASHTRA
70,BIRAJDAR SHARNAPPA KALAPPA ALIAS AAPPA BIRAJDAR,HJP,0,Graduate,51,"Rs 4,80,500","Rs 1,95,200",MAHARASHTRA
,,,,,,~ 4 Lacs+,~ 1 Lacs+,MAHARASHTRA
71,BORGAONKAR NIVRUTI VITHALRAO,IND,0,Graduate,51,"Rs 9,83,045",Rs 0,MAHARASHTRA
,,,,,,~ 9 Lacs+,~ ,MAHARASHTRA
72,CHANDRAKANT KHAIRE,SHS,13,Graduate,52,"Rs 93,33,773","Rs 60,43,722",MAHARASHTRA
,,,,,,~ 93 Lacs+,~ 60 Lacs+,MAHARASHTRA
73,CHANDRASHEKHAR NAMDEORAO BHIMATE,IND,0,10th Pass,28,Nil,Rs 0,MAHARASHTRA
,,,,,,,~ ,MAHARASHTRA
74,CHARANDAS JANGLUJI MESHRAM,IND,0,Not Given,55,Nil,Rs 0,MAHARASHTRA
,,,,,,,~ ,MAHARASHTRA
75,CHAUDHARI TUKARAM NAMDEVRAO,IND,0,Literate,39,"Rs 2,85,000","Rs 30,000",MAHARASHTRA
,,,,,,~ 2 Lacs+,~ 30 Thou+,MAHARASHTRA
76,CHAURE BAPU HARI,INC,1,Graduate,55,"Rs 30,39,824",Rs 0,MAHARASHTRA
,,,,,,~ 30 Lacs+,~ ,MAHARASHTRA
77,CHAVAN GOVIND BHIKU,IND,0,Literate,44,"Rs 4,35,000",Rs 0,MAHARASHTRA
,,,,,,~ 4 Lacs+,~ ,MAHARASHTRA
78,CHAVAN POPATRAO KISANRAO,IND,0,Graduate,75,"Rs 19,46,735","Rs 21,238",MAHARASHTRA
,,,,,,~ 19 Lacs+,~ 21 Thou+,MAHARASHTRA
79,CHECHANI RAJENDRAKUMAR,IND,0,10th Pass,45,"Rs 63,17,000","Rs 44,300",MAHARASHTRA
,,,,,,~ 63 Lacs+,~ 44 Thou+,MAHARASHTRA
80,CHIDAM NARAYANRAO RAMJI,GGP,0,Literate,59,"Rs 98,640",Rs 0,MAHARASHTRA
,,,,,,~ 98 Thou+,~ ,MAHARASHTRA
81,COM. ARUN VELASKAR,IND,1,10th Pass,42,"Rs 5,14,841",Rs 0,MAHARASHTRA
,,,,,,~ 5 Lacs+,~ ,MAHARASHTRA
82,D. D. WANI PHOTOGRAPHER,IND,0,Literate,30,"Rs 1,07,000",Rs 0,MAHARASHTRA
,,,,,,~ 1 Lacs+,~ ,MAHARASHTRA
83,DADASAHEB R. S. GAWAI,RPI,0,Graduate,74,"Rs 1,35,78,528",Rs 0,MAHARASHTRA
,,,,,,~ 1 Crore+,~ ,MAHARASHTRA
84,DADASO. P. E. TATYA PATIL,SP,4,Graduate,63,"Rs 1,65,51,000","Rs 7,30,000",MAHARASHTRA
,,,,,,~ 1 Crore+,~ 7 Lacs+,MAHARASHTRA
85,DAGADU KITAB TADAVI,IND,0,5th Pass,51,"Rs 2,61,000","Rs 15,000",MAHARASHTRA
,,,,,,~ 2 Lacs+,~ 15 Thou+,MAHARASHTRA
86,DAMODAR LAXMANRAO KALE,IND,0,Not Given,80,Nil,Rs 0,MAHARASHTRA
,,,,,,,~ ,MAHARASHTRA
87,DANVE RAOSAHEB DADARAO PATIL,BJP,0,12th Pass,49,"Rs 96,81,004","Rs 7,15,955",MAHARASHTRA
,,,,,,~ 96 Lacs+,~ 7 Lacs+,MAHARASHTRA
88,DAVKHARE VASANT SHANKARRAO,NCP,0,Graduate,54,"Rs 3,08,92,402",Rs 0,MAHARASHTRA
,,,,,,~ 3 Crore+,~ ,MAHARASHTRA
89,DEBAJE ABUJI ALIES PRALHADRAO ASHRUJI,IND,0,10th Pass,52,"Rs 2,00,000",Rs 0,MAHARASHTRA
,,,,,,~ 2 Lacs+,~ ,MAHARASHTRA
90,DEEPAK (BABA) ABASAHEB SHINDE MHAISALKAR,BJP,0,Post Graduate,46,"Rs 2,20,38,000","Rs 9,11,000",MAHARASHTRA
,,,,,,~ 2 Crore+,~ 9 Lacs+,MAHARASHTRA
91,DEKULE KANIFNATH DULHA,BSP,0,12th Pass,43,"Rs 4,30,000","Rs 2,250",MAHARASHTRA
,,,,,,~ 4 Lacs+,~ 2 Thou+,MAHARASHTRA
92,DEORE RAJENDRASING BHIMSING,SP,4,10th Pass,48,"Rs 11,11,500","Rs 12,500",MAHARASHTRA
,,,,,,~ 11 Lacs+,~ 12 Thou+,MAHARASHTRA
93,DEOTALE CHANDRASHEKHAR DIGAMBAR,Ambedkarist Republican Party,0,Graduate Professional,49,"Rs 7,25,000",Rs 0,MAHARASHTRA
,,,,,,~ 7 Lacs+,~ ,MAHARASHTRA
94,DESHMUKH BHAGWAN RANGANATH,IND,0,Not Given,68,"Rs 3,75,000","Rs 23,100",MAHARASHTRA
,,,,,,~ 3 Lacs+,~ 23 Thou+,MAHARASHTRA
95,DESHMUKH SUBHASH SURESHCHANDRA,BJP,0,10th Pass,46,"Rs 3,74,95,282","Rs 64,522",MAHARASHTRA
,,,,,,~ 3 Crore+,~ 64 Thou+,MAHARASHTRA
96,DEVIDAS PIRAJI SARKATE,IND,0,Not Given,30,"Rs 50,000",Rs 0,MAHARASHTRA
,,,,,,~ 50 Thou+,~ ,MAHARASHTRA
97,DHABE BHAGWAN NAMDEV,IND,0,Literate,38,"Rs 1,50,000",Rs 0,MAHARASHTRA
,,,,,,~ 1 Lacs+,~ ,MAHARASHTRA
98,DHOBALE LAXMAN KONDIBA,NCP,3,Post Graduate,51,"Rs 79,98,797","Rs 6,74,054",MAHARASHTRA
,,,,,,~ 79 Lacs+,~ 6 Lacs+,MAHARASHTRA
99,DHOTRE BHANUDAS SAKHARAM,HJP,0,12th Pass,53,Nil,"Rs 2,16,678",MAHARASHTRA
,,,,,,,~ 2 Lacs+,MAHARASHTRA
100,DHOTRE SANJAY SHAMRAO,BJP,0,Graduate Professional,45,"Rs 1,22,89,645","Rs 24,08,285",MAHARASHTRA
,,,,,,~ 1 Crore+,~ 24 Lacs+,MAHARASHTRA
101,DILIPRAO D. PATIL,BMSM,0,10th Pass,39,"Rs 62,10,000","Rs 28,000",MAHARASHTRA
,,,,,,~ 62 Lacs+,~ 28 Thou+,MAHARASHTRA
102,DIWAKAR DHONDBAJI PATNE,VJC,0,Graduate,49,"Rs 1,32,26,282","Rs 8,70,000",MAHARASHTRA
,,,,,,~ 1 Crore+,~ 8 Lacs+,MAHARASHTRA
103,DIWAKAR GULAB PENDAM,IND,0,8th Pass,36,"Rs 4,00,000",Rs 0,MAHARASHTRA
,,,,,,~ 4 Lacs+,~ ,MAHARASHTRA
104,DIWARE RAMDAS RAJERAM,IND,0,Not Given,55,"Rs 50,000",Rs 0,MAHARASHTRA
,,,,,,~ 50 Thou+,~ ,MAHARASHTRA
105,DNYANESHWAR RAURALE,Ambedkarist Republican Party,0,12th Pass,42,"Rs 3,05,000",Rs 0,MAHARASHTRA
,,,,,,~ 3 Lacs+,~ ,MAHARASHTRA
106,DNYOSO KONDEKAR ALIAS VIJAYPRAKASH,IND,0,Literate,57,"Rs 1,00,100",Rs 0,MAHARASHTRA
,,,,,,~ 1 Lacs+,~ ,MAHARASHTRA
107,DODTALE BALASAHEB PRABHAKAR,RSPS,0,Post Graduate,29,Nil,Rs 0,MAHARASHTRA
,,,,,,,~ ,MAHARASHTRA
108,DR NITIN SOPANRAO WAGHE,RSPS,0,Doctorate,35,"Rs 20,000",Rs 0,MAHARASHTRA
,,,,,,~ 20 Thou+,~ ,MAHARASHTRA
109,DR. SHARDA HARIDAS SONAVANE,IND,0,Graduate,32,"Rs 2,55,000",Rs 0,MAHARASHTRA
,,,,,,~ 2 Lacs+,~ ,MAHARASHTRA
110,DR. ARUN GOPALRAO DESHPANDE,IND,0,Post Graduate,49,"Rs 21,52,000","Rs 1,93,000",MAHARASHTRA
,,,,,,~ 21 Lacs+,~ 1 Lacs+,MAHARASHTRA
111,DR. BANMALA GOLPELWAR,IND,1,Doctorate,61,"Rs 31,20,000","Rs 1,33,783",MAHARASHTRA
,,,,,,~ 31 Lacs+,~ 1 Lacs+,MAHARASHTRA
112,DR. BARDE MACHHINDRANATH SURYABHAN,IND,0,Doctorate,40,"Rs 4,20,030","Rs 4,00,000",MAHARASHTRA
,,,,,,~ 4 Lacs+,~ 4 Lacs+,MAHARASHTRA
113,DR. BHAGAWAN KHANDERAO ALIAS DR. B. K. YADAV,LRP,0,Doctorate,46,"Rs 37,58,027","Rs 88,805",MAHARASHTRA
,,,,,,~ 37 Lacs+,~ 88 Thou+,MAHARASHTRA
114,DR. BHISE INDRAKUMAR DEVRAO,RSPS,1,Doctorate,37,"Rs 28,31,000","Rs 11,85,000",MAHARASHTRA
,,,,,,~ 28 Lacs+,~ 11 Lacs+,MAHARASHTRA
115,DR. BHISE INDRAKUMAR DEVRAO,RSPS,1,Doctorate,37,"Rs 29,19,000","Rs 12,00,000",MAHARASHTRA
,,,,,,~ 29 Lacs+,~ 12 Lacs+,MAHARASHTRA
116,DR. JADHAV RAVI SAMPATRAO,BSP,0,Doctorate,57,"Rs 4,01,586","Rs 2,10,000",MAHARASHTRA
,,,,,,~ 4 Lacs+,~ 2 Lacs+,MAHARASHTRA
117,DR. K. H. JAMBHULKAR,IND,1,Doctorate,61,"Rs 14,75,218",Rs 0,MAHARASHTRA
,,,,,,~ 14 Lacs+,~ ,MAHARASHTRA
118,DR. NATAWADKAR SUHAS JAYANT,BJP,0,Doctorate,43,"Rs 43,85,000","Rs 11,25,000",MAHARASHTRA
,,,,,,~ 43 Lacs+,~ 11 Lacs+,MAHARASHTRA
119,DR. PATIL SANJAY (DADA) SHAMRAO,SHS,0,Doctorate,34,"Rs 2,16,07,010","Rs 43,40,958",MAHARASHTRA
,,,,,,~ 2 Crore+,~ 43 Lacs+,MAHARASHTRA
120,DR. SALAM HARISHCHANDRA BHIVRAM,GGP,0,Literate,65,"Rs 36,71,118",Rs 0,MAHARASHTRA
,,,,,,~ 36 Lacs+,~ ,MAHARASHTRA
121,DR. SHRIKANT JICHKAR,INC,4,Doctorate,49,"Rs 2,68,84,089","Rs 20,43,398",MAHARASHTRA
,,,,,,~ 2 Crore+,~ 20 Lacs+,MAHARASHTRA
122,DR. SUNIL TUKARAM TORNE,BSP,0,Not Given,44,"Rs 9,20,000","Rs 8,10,000",MAHARASHTRA
,,,,,,~ 9 Lacs+,~ 8 Lacs+,MAHARASHTRA
123,DR. ULHAS VASUDEO PATIL,INC,0,Graduate,44,"Rs 2,85,99,365","Rs 76,73,660",MAHARASHTRA
,,,,,,~ 2 Crore+,~ 76 Lacs+,MAHARASHTRA
124,DR. VASANT RUSHI MAHESHKAR (MASRAM),BBM,0,Graduate,59,"Rs 9,61,000","Rs 1,50,000",MAHARASHTRA
,,,,,,~ 9 Lacs+,~ 1 Lacs+,MAHARASHTRA
125,DUBEY SATYADEV,IND,0,Post Graduate,69,"Rs 35,99,635",Rs 0,MAHARASHTRA
,,,,,,~ 35 Lacs+,~ ,MAHARASHTRA
126,E. V. ALIAS BALASAHEB VIKHE PATIL,INC,0,10th Pass,72,"Rs 3,69,37,860","Rs 7,64,653",MAHARASHTRA
,,,,,,~ 3 Crore+,~ 7 Lacs+,MAHARASHTRA
127,EKNATH M. GAIKWAD,INC,0,10th Pass,64,"Rs 20,45,861",Rs 0,MAHARASHTRA
,,,,,,~ 20 Lacs+,~ ,MAHARASHTRA
128,ENGG. JADHAV GOVIND SHANKAR,BSP,0,Graduate,59,"Rs 84,62,430","Rs 2,13,176",MAHARASHTRA
,,,,,,~ 84 Lacs+,~ 2 Lacs+,MAHARASHTRA
129,ENGI. DUSHYANT ATHAWALE,Panchayat Raj Party,0,10th Pass,39,"Rs 11,22,637",Rs 0,MAHARASHTRA
,,,,,,~ 11 Lacs+,~ ,MAHARASHTRA
130,ER. KUTHE YOGRAJ KRISHNAJI,BSP,0,Post Graduate,37,"Rs 48,70,000","Rs 1,25,000",MAHARASHTRA
,,,,,,~ 48 Lacs+,~ 1 Lacs+,MAHARASHTRA
131,GADAGE GANPATRAO MARUTI,RSPS,0,10th Pass,56,"Rs 95,000",Rs 0,MAHARASHTRA
,,,,,,~ 95 Thou+,~ ,MAHARASHTRA
132,GADAKH TUKARAM GANGADHAR,NCP,2,Graduate,51,"Rs 2,34,46,680","Rs 46,80,000",MAHARASHTRA
,,,,,,~ 2 Crore+,~ 46 Lacs+,MAHARASHTRA
133,GADEKAR RAMU,BBM,0,Not Given,Unknown,Nil,Rs 0,MAHARASHTRA
,,,,,,,~ ,MAHARASHTRA
134,GAFFAR MASTER,SP,0,10th Pass,42,"Rs 11,70,000","Rs 3,00,000",MAHARASHTRA
,,,,,,~ 11 Lacs+,~ 3 Lacs+,MAHARASHTRA
135,Gaikwad Jayawnt Dharmaji,BSP,2,Graduate,35,"Rs 2,45,000","Rs 90,000",MAHARASHTRA
,,,,,,~ 2 Lacs+,~ 90 Thou+,MAHARASHTRA
136,GAIKWAD SURESH DNYANOBA,BBM,1,10th Pass,46,"Rs 10,50,000","Rs 6,37,000",MAHARASHTRA
,,,,,,~ 10 Lacs+,~ 6 Lacs+,MAHARASHTRA
137,GAIKWAD VITTHAL BABURAO,IND,0,12th Pass,42,"Rs 10,000",Rs 0,MAHARASHTRA
,,,,,,~ 10 Thou+,~ ,MAHARASHTRA
138,GAJANAN NAGORAO LONDE,IND,0,8th Pass,43,"Rs 73,500",Rs 0,MAHARASHTRA
,,,,,,~ 73 Thou+,~ ,MAHARASHTRA
139,GANAPATI TUKARAM KAMBLE (G.T.),IND,0,10th Pass,64,"Rs 60,000",Rs 0,MAHARASHTRA
,,,,,,~ 60 Thou+,~ ,MAHARASHTRA
140,GARBADE PARMESHWAR,IND,0,Graduate,35,"Rs 15,000","Rs 18,000",MAHARASHTRA
,,,,,,~ 15 Thou+,~ 18 Thou+,MAHARASHTRA
141,GAUTAM RAMCHNADRA JANBANDHU,PRCP,0,Not Given,37,"Rs 40,000",Rs 0,MAHARASHTRA
,,,,,,~ 40 Thou+,~ ,MAHARASHTRA
142,GAUTAM SOMAJI MORE,BSP,0,Graduate,39,"Rs 15,500","Rs 2,50,000",MAHARASHTRA
,,,,,,~ 15 Thou+,~ 2 Lacs+,MAHARASHTRA
143,GAVIT JIVA PANDU,CPM,4,12th Pass,55,"Rs 30,78,324",Rs 0,MAHARASHTRA
,,,,,,~ 30 Lacs+,~ ,MAHARASHTRA
144,GAVIT RAMDAS RUPLA,BJP,0,Post Graduate,64,"Rs 13,84,335",Rs 0,MAHARASHTRA
,,,,,,~ 13 Lacs+,~ ,MAHARASHTRA
145,GAVIT SOBAJI DEVALYA,LRP,0,Post Graduate,50,"Rs 2,50,000",Rs 0,MAHARASHTRA
,,,,,,~ 2 Lacs+,~ ,MAHARASHTRA
146,GAWAI RAVINDRA TULSHIRAM,BSP,0,Graduate,39,Nil,Rs 0,MAHARASHTRA
,,,,,,,~ ,MAHARASHTRA
147,GAWALI (PATIL) KU. BHAVANA PUNDLIKRAO,SHS,1,Graduate,29,"Rs 1,88,08,750","Rs 7,48,904",MAHARASHTRA
,,,,,,~ 1 Crore+,~ 7 Lacs+,MAHARASHTRA
148,GAZI AMANULLA MUBIN KHAN,BSP,0,Literate,44,Nil,Rs 0,MAHARASHTRA
,,,,,,,~ ,MAHARASHTRA
149,GAZI ATEJAAD AH. KHAN MUBIN AHMED KHAN,National Loktantrik Party,0,5th Pass,50,Nil,Rs 0,MAHARASHTRA
,,,,,,,~ ,MAHARASHTRA
150,GHULE SUNITA SUDHAKAR,IND,0,Literate,26,"Rs 4,00,000",Rs 0,MAHARASHTRA
,,,,,,~ 4 Lacs+,~ ,MAHARASHTRA
151,GODBOLE MANDAKINI GYANU,PRCP,0,10th Pass,65,"Rs 91,000",Rs 0,MAHARASHTRA
,,,,,,~ 91 Thou+,~ ,MAHARASHTRA
152,GOVINDA,INC,1,Graduate,41,"Rs 14,52,98,405","Rs 2,50,00,000",MAHARASHTRA
,,,,,,~ 14 Crore+,~ 2 Crore+,MAHARASHTRA
153,GOVINDRAO NIKAM,NCP,0,10th Pass,69,"Rs 48,07,786",Rs 0,MAHARASHTRA
,,,,,,~ 48 Lacs+,~ ,MAHARASHTRA
154,GULHANE SANJAY MAHADEORAO,IND,0,Graduate,34,"Rs 7,37,000","Rs 8,600",MAHARASHTRA
,,,,,,~ 7 Lacs+,~ 8 Thou+,MAHARASHTRA
155,GUNJAL RADHESHYAM SHIVRAM,CPI,0,Graduate,44,"Rs 76,13,000",Rs 0,MAHARASHTRA
,,,,,,~ 76 Lacs+,~ ,MAHARASHTRA
156,GURUDAS KAMBLE GURUJI,IND,0,12th Pass,26,"Rs 41,500",Rs 0,MAHARASHTRA
,,,,,,~ 41 Thou+,~ ,MAHARASHTRA
157,HAJARE BHAJANDAS DAYARAM,Ambedkarist Republican Party,0,Graduate,61,"Rs 3,70,000","Rs 5,000",MAHARASHTRA
,,,,,,~ 3 Lacs+,~ 5 Thou+,MAHARASHTRA
158,HAJI RAFIQUE SETH,IND,0,10th Pass,50,"Rs 16,28,000","Rs 3,60,000",MAHARASHTRA
,,,,,,~ 16 Lacs+,~ 3 Lacs+,MAHARASHTRA
159,HAJI. D. ABDULLAH,BSP,0,Post Graduate,44,"Rs 3,20,000","Rs 1,50,000",MAHARASHTRA
,,,,,,~ 3 Lacs+,~ 1 Lacs+,MAHARASHTRA
160,HARISCHANDRA DEVRAM CHAVAN,BJP,0,Graduate,53,"Rs 33,12,291","Rs 9,033",MAHARASHTRA
,,,,,,~ 33 Lacs+,~ 9 Thou+,MAHARASHTRA
161,HINDURAO N. NAIK NIMBALKAR,SHS,2,8th Pass,56,"Rs 1,88,47,587","Rs 1,72,00,000",MAHARASHTRA
,,,,,,~ 1 Crore+,~ 1 Crore+,MAHARASHTRA
162,IQBALSINGH HAJARASINGH SALHOTRA,IND,0,Literate,38,"Rs 12,85,618","Rs 2,04,162",MAHARASHTRA
,,,,,,~ 12 Lacs+,~ 2 Lacs+,MAHARASHTRA
163,ISMAIL MAKWANA,BSP,0,8th Pass,52,"Rs 45,000","Rs 5,26,498",MAHARASHTRA
,,,,,,~ 45 Thou+,~ 5 Lacs+,MAHARASHTRA
164,JADHAV BALIKRISHNA ALIAS BALASAHEB BHIMRAO,RSPS,0,12th Pass,27,"Rs 20,000",Rs 0,MAHARASHTRA
,,,,,,~ 20 Thou+,~ ,MAHARASHTRA
165,JADHAV GANESH DEVRAM,BBM,0,10th Pass,42,Nil,"Rs 60,000",MAHARASHTRA
,,,,,,,~ 60 Thou+,MAHARASHTRA
166,JADHAV VISHNU MAROTI,IND,0,10th Pass,35,Nil,Rs 0,MAHARASHTRA
,,,,,,,~ ,MAHARASHTRA
167,JAGIRDAR SHAMSHODDIN AINNODDIN,LRP,0,10th Pass,47,"Rs 7,02,000",Rs 0,MAHARASHTRA
,,,,,,~ 7 Lacs+,~ ,MAHARASHTRA
168,JASWAR SATYARAM BALLIKARAN,BSP,0,12th Pass,37,Nil,Rs 0,MAHARASHTRA
,,,,,,,~ ,MAHARASHTRA
169,JAWARKAR NAMDEORAO SHALIGRAMJI,BBM,0,Not Given,49,"Rs 1,02,00,000","Rs 70,000",MAHARASHTRA
,,,,,,~ 1 Crore+,~ 70 Thou+,MAHARASHTRA
170,JAYANTA ANANT DALVI,BSP,0,Graduate,30,"Rs 1,95,000",Rs 0,MAHARASHTRA
,,,,,,~ 1 Lacs+,~ ,MAHARASHTRA
171,JAYASWAL VIRENDRAKUMAR KASTURCHAND,BBM,0,Post Graduate,49,"Rs 30,30,000",Rs 0,MAHARASHTRA
,,,,,,~ 30 Lacs+,~ ,MAHARASHTRA
172,JAYAWANTIBEN MEHTA,BJP,5,10th Pass,65,"Rs 1,45,81,866",Rs 0,MAHARASHTRA
,,,,,,~ 1 Crore+,~ ,MAHARASHTRA
173,JITENDRA ADKU RAUT,IND,0,Graduate,25,Nil,Rs 0,MAHARASHTRA
,,,,,,,~ ,MAHARASHTRA
174,KADAM SURYAJIRAO ALIAS CHIMANRAO SHANKARAO,IND,0,Graduate,64,"Rs 2,55,64,111",Rs 0,MAHARASHTRA
,,,,,,~ 2 Crore+,~ ,MAHARASHTRA
175,KADAPPA GADE,IND,0,Graduate,60,"Rs 23,41,000",Rs 0,MAHARASHTRA
,,,,,,~ 23 Lacs+,~ ,MAHARASHTRA
176,KALE AVINASH TATYASAHEB,IND,0,Post Graduate,40,"Rs 4,00,000",Rs 0,MAHARASHTRA
,,,,,,~ 4 Lacs+,~ ,MAHARASHTRA
177,KALMADI SURESH,INC,1,Graduate,59,"Rs 3,99,47,625","Rs 17,00,000",MAHARASHTRA
,,,,,,~ 3 Crore+,~ 17 Lacs+,MAHARASHTRA
178,KALMEGH NAMDEO MOTIRAM,IND,0,Literate,63,Nil,Rs 0,MAHARASHTRA
,,,,,,,~ ,MAHARASHTRA
179,KAMAT GURUDAS,INC,0,Graduate Professional,49,"Rs 3,38,94,725",Rs 0,MAHARASHTRA
,,,,,,~ 3 Crore+,~ ,MAHARASHTRA
180,KAMBALE SUKUMAR DATTU,BBM,0,Post Graduate,43,"Rs 4,08,000",Rs 0,MAHARASHTRA
,,,,,,~ 4 Lacs+,~ ,MAHARASHTRA
181,KAMBLE SADANAND BHIMRAO,IND,0,5th Pass,76,"Rs 28,10,000",Rs 0,MAHARASHTRA
,,,,,,~ 28 Lacs+,~ ,MAHARASHTRA
182,KAMBLE SHILANAND LAXMANRAO,IND,0,10th Pass,36,"Rs 23,00,000",Rs 0,MAHARASHTRA
,,,,,,~ 23 Lacs+,~ ,MAHARASHTRA
183,KAMBLE UTTAM BHAGAJI,IND,0,Not Given,33,Nil,Rs 0,MAHARASHTRA
,,,,,,,~ ,MAHARASHTRA
184,KANCHWALA NURUDDIN ALTAF HUSSEIN,IND,0,Literate,44,"Rs 6,30,000",Rs 0,MAHARASHTRA
,,,,,,~ 6 Lacs+,~ ,MAHARASHTRA
185,KANKAL SITARAM KERUJI,BSP,0,Graduate Professional,53,"Rs 8,71,000","Rs 2,22,297",MAHARASHTRA
,,,,,,~ 8 Lacs+,~ 2 Lacs+,MAHARASHTRA
186,KARMAVEER RAMNARAYAN YADAV,SP,9,Literate,48,"Rs 6,55,000","Rs 1,800",MAHARASHTRA
,,,,,,~ 6 Lacs+,~ 1 Thou+,MAHARASHTRA
187,KASTURE DIPAK PARASHRAM,IND,0,Post Graduate,37,"Rs 29,000",Rs 0,MAHARASHTRA
,,,,,,~ 29 Thou+,~ ,MAHARASHTRA
188,KATAKWAR JAYANT KRISHNAMURARI,IND,0,Graduate,56,"Rs 46,21,500","Rs 6,40,000",MAHARASHTRA
,,,,,,~ 46 Lacs+,~ 6 Lacs+,MAHARASHTRA
189,KESHAORAO SHENDE,VRP,1,Literate,69,"Rs 38,77,942",Rs 0,MAHARASHTRA
,,,,,,~ 38 Lacs+,~ ,MAHARASHTRA
190,KHAN AKRAM ALI,National Loktantrik Party,0,Others,33,"Rs 20,28,000",Rs 0,MAHARASHTRA
,,,,,,~ 20 Lacs+,~ ,MAHARASHTRA
